"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","plasma membrane organization","GO:0007009","0.00043485270802995314","3.3616578210272805","135","680","21","16178","ENSG00000151150,ENSG00000153317,ENSG00000136717,ENSG00000082397,ENSG00000124507,ENSG00000203710,ENSG00000120885,ENSG00000148180,ENSG00000124942,ENSG00000103496,ENSG00000105649,ENSG00000182718,ENSG00000073969,ENSG00000064687,ENSG00000081237,ENSG00000103089,ENSG00000177119,ENSG00000144339,ENSG00000124920,ENSG00000011347,ENSG00000079805"
"GO:BP","regulation of immune effector process","GO:0002697","0.0004494016696580371","3.347365318383456","273","872","37","16178","ENSG00000196126,ENSG00000204287,ENSG00000095970,ENSG00000197943,ENSG00000000971,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000115310,ENSG00000090339,ENSG00000160255,ENSG00000011600,ENSG00000103496,ENSG00000182985,ENSG00000135077,ENSG00000123338,ENSG00000110651,ENSG00000169896,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000105220,ENSG00000066336,ENSG00000162511,ENSG00000254087,ENSG00000019582,ENSG00000108771,ENSG00000167851,ENSG00000144802,ENSG00000114013,ENSG00000012124,ENSG00000127666,ENSG00000015285,ENSG00000130202,ENSG00000168329,ENSG00000155659,ENSG00000213047"
"GO:BP","regulation of leukocyte proliferation","GO:0070663","0.0004783966911867778","3.3202118327911623","190","903","30","16178","ENSG00000196126,ENSG00000136235,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000124145,ENSG00000011600,ENSG00000171791,ENSG00000182578,ENSG00000184371,ENSG00000123338,ENSG00000110651,ENSG00000163513,ENSG00000100030,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000081189,ENSG00000134352,ENSG00000138814,ENSG00000254087,ENSG00000164136,ENSG00000019582,ENSG00000167851,ENSG00000114013,ENSG00000012124,ENSG00000017427,ENSG00000155659,ENSG00000163563,ENSG00000163599"
"GO:BP","ATP metabolic process","GO:0046034","0.0004932845559977826","3.306902481436171","183","57","8","16178","ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000108515,ENSG00000174886,ENSG00000023228,ENSG00000171105"
"GO:BP","regulation of receptor-mediated endocytosis","GO:0048259","0.0005274322568010393","3.2778333130668442","85","347","12","16178","ENSG00000118473,ENSG00000171105,ENSG00000073921,ENSG00000132535,ENSG00000110395,ENSG00000120885,ENSG00000051382,ENSG00000100599,ENSG00000125730,ENSG00000065609,ENSG00000130208,ENSG00000182718"
"GO:BP","cellular response to peptide","GO:1901653","0.0005278317731274952","3.2775044707309378","242","411","22","16178","ENSG00000095970,ENSG00000134324,ENSG00000171105,ENSG00000140443,ENSG00000154229,ENSG00000077522,ENSG00000175866,ENSG00000048052,ENSG00000152661,ENSG00000105409,ENSG00000090339,ENSG00000168610,ENSG00000136869,ENSG00000109458,ENSG00000026025,ENSG00000135744,ENSG00000123384,ENSG00000141837,ENSG00000064300,ENSG00000168710,ENSG00000150907,ENSG00000114166"
"GO:BP","positive regulation of response to biotic stimulus","GO:0002833","0.0005342485397537735","3.2722566562069346","330","754","38","16178","ENSG00000196126,ENSG00000095970,ENSG00000197943,ENSG00000154229,ENSG00000051523,ENSG00000163131,ENSG00000165025,ENSG00000154174,ENSG00000149269,ENSG00000115310,ENSG00000112851,ENSG00000136869,ENSG00000104365,ENSG00000011600,ENSG00000111961,ENSG00000007047,ENSG00000100906,ENSG00000182985,ENSG00000149476,ENSG00000138496,ENSG00000137462,ENSG00000155629,ENSG00000025434,ENSG00000066336,ENSG00000239998,ENSG00000112799,ENSG00000115267,ENSG00000140853,ENSG00000254087,ENSG00000162645,ENSG00000075240,ENSG00000101336,ENSG00000174125,ENSG00000187554,ENSG00000108771,ENSG00000167851,ENSG00000127666,ENSG00000147140"
"GO:BP","regulation of macrophage migration","GO:1905521","0.0005551557678413322","3.2555851436837555","32","823","11","16178","ENSG00000095970,ENSG00000120899,ENSG00000115310,ENSG00000182578,ENSG00000184371,ENSG00000110651,ENSG00000110492,ENSG00000100030,ENSG00000006210,ENSG00000169313,ENSG00000168329"
"GO:BP","regulation of mononuclear cell proliferation","GO:0032944","0.0005575643687825307","3.253704987663935","171","903","28","16178","ENSG00000196126,ENSG00000136235,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000124145,ENSG00000011600,ENSG00000171791,ENSG00000184371,ENSG00000123338,ENSG00000110651,ENSG00000163513,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000081189,ENSG00000134352,ENSG00000138814,ENSG00000254087,ENSG00000164136,ENSG00000019582,ENSG00000167851,ENSG00000114013,ENSG00000012124,ENSG00000017427,ENSG00000155659,ENSG00000163563,ENSG00000163599"
"GO:BP","positive regulation of chemotaxis","GO:0050921","0.0005627100693392726","3.2497153133525725","115","818","21","16178","ENSG00000095970,ENSG00000145147,ENSG00000137845,ENSG00000120899,ENSG00000103496,ENSG00000182578,ENSG00000184371,ENSG00000123338,ENSG00000110492,ENSG00000100030,ENSG00000138685,ENSG00000168961,ENSG00000087470,ENSG00000105894,ENSG00000106211,ENSG00000177119,ENSG00000019582,ENSG00000111859,ENSG00000112562,ENSG00000112715,ENSG00000169313"
"GO:BP","cell-substrate adhesion","GO:0031589","0.0005844915885111264","3.233221734441385","278","865","37","16178","ENSG00000132470,ENSG00000077522,ENSG00000150760,ENSG00000100106,ENSG00000120899,ENSG00000051382,ENSG00000152818,ENSG00000160255,ENSG00000104332,ENSG00000149781,ENSG00000072110,ENSG00000189058,ENSG00000150093,ENSG00000169756,ENSG00000124782,ENSG00000152377,ENSG00000026508,ENSG00000184371,ENSG00000110492,ENSG00000169896,ENSG00000082781,ENSG00000169242,ENSG00000109072,ENSG00000122194,ENSG00000187244,ENSG00000137076,ENSG00000133800,ENSG00000168309,ENSG00000088827,ENSG00000087589,ENSG00000110880,ENSG00000111859,ENSG00000006210,ENSG00000168615,ENSG00000112715,ENSG00000146904,ENSG00000184349"
"GO:BP","antigen receptor-mediated signaling pathway","GO:0050851","0.0005901491395895027","3.2290382217208666","158","924","27","16178","ENSG00000196126,ENSG00000197943,ENSG00000092820,ENSG00000165025,ENSG00000135426,ENSG00000168918,ENSG00000104365,ENSG00000171791,ENSG00000123338,ENSG00000110651,ENSG00000081237,ENSG00000204655,ENSG00000081189,ENSG00000162511,ENSG00000254087,ENSG00000167851,ENSG00000144802,ENSG00000012124,ENSG00000104783,ENSG00000130202,ENSG00000107679,ENSG00000121879,ENSG00000213047,ENSG00000163563,ENSG00000163599,ENSG00000117228,ENSG00000010671"
"GO:BP","regulation of chemokine-mediated signaling pathway","GO:0070099","0.0006067820173023247","3.216967298521588","9","309","5","16178","ENSG00000095970,ENSG00000145147,ENSG00000117115,ENSG00000169855,ENSG00000184347"
"GO:BP","response to amyloid-beta","GO:1904645","0.0006215273404398186","3.2065397623707144","41","372","9","16178","ENSG00000095970,ENSG00000140443,ENSG00000152661,ENSG00000105409,ENSG00000090339,ENSG00000136869,ENSG00000123384,ENSG00000141837,ENSG00000064300"
"GO:BP","positive regulation of kinase activity","GO:0033674","0.000643140753525768","3.1916939698596436","271","816","35","16178","ENSG00000196126,ENSG00000095970,ENSG00000171105,ENSG00000140575,ENSG00000145335,ENSG00000132535,ENSG00000149269,ENSG00000120899,ENSG00000169855,ENSG00000162733,ENSG00000136869,ENSG00000135744,ENSG00000111961,ENSG00000182578,ENSG00000113578,ENSG00000102755,ENSG00000026508,ENSG00000184371,ENSG00000163513,ENSG00000081237,ENSG00000169242,ENSG00000138685,ENSG00000204209,ENSG00000109670,ENSG00000087589,ENSG00000019582,ENSG00000157168,ENSG00000118160,ENSG00000167851,ENSG00000114013,ENSG00000111859,ENSG00000109756,ENSG00000017427,ENSG00000168615,ENSG00000112715"
"GO:BP","positive regulation of lymphocyte activation","GO:0051251","0.0006640724898813973","3.1777845106362843","246","741","31","16178","ENSG00000196126,ENSG00000107099,ENSG00000204287,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000135426,ENSG00000111679,ENSG00000168918,ENSG00000141968,ENSG00000204252,ENSG00000011600,ENSG00000171791,ENSG00000123338,ENSG00000110651,ENSG00000110492,ENSG00000163513,ENSG00000196776,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000081189,ENSG00000066336,ENSG00000134352,ENSG00000138814,ENSG00000254087,ENSG00000164136,ENSG00000019582,ENSG00000144802,ENSG00000114013,ENSG00000127666"
"GO:BP","myeloid leukocyte differentiation","GO:0002573","0.0006767599709025413","3.1695653369227266","163","732","24","16178","ENSG00000196126,ENSG00000095970,ENSG00000154229,ENSG00000168918,ENSG00000136869,ENSG00000011600,ENSG00000182578,ENSG00000180353,ENSG00000182718,ENSG00000184371,ENSG00000110651,ENSG00000163513,ENSG00000164761,ENSG00000137462,ENSG00000162367,ENSG00000066336,ENSG00000138814,ENSG00000254087,ENSG00000112531,ENSG00000109670,ENSG00000164136,ENSG00000125144,ENSG00000019582,ENSG00000111859"
"GO:BP","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","GO:0002291","0.0007111794502454912","3.148020800932565","7","454","5","16178","ENSG00000242574,ENSG00000090339,ENSG00000135077,ENSG00000110651,ENSG00000168961"
"GO:BP","glial cell activation","GO:0061900","0.0007388534834243794","3.131441674797343","37","425","9","16178","ENSG00000095970,ENSG00000145335,ENSG00000120885,ENSG00000160255,ENSG00000011600,ENSG00000123384,ENSG00000173372,ENSG00000169896,ENSG00000081237"
"GO:BP","regulation of interleukin-6 production","GO:0032675","0.00075933030047141","3.119569269600586","115","833","21","16178","ENSG00000095970,ENSG00000197943,ENSG00000051523,ENSG00000165025,ENSG00000111679,ENSG00000168610,ENSG00000136869,ENSG00000011600,ENSG00000197971,ENSG00000123338,ENSG00000196776,ENSG00000137462,ENSG00000168961,ENSG00000239998,ENSG00000115267,ENSG00000116584,ENSG00000172247,ENSG00000174125,ENSG00000019582,ENSG00000006210,ENSG00000196664"
"GO:BP","interleukin-6 production","GO:0032635","0.00075933030047141","3.119569269600586","115","833","21","16178","ENSG00000095970,ENSG00000197943,ENSG00000051523,ENSG00000165025,ENSG00000111679,ENSG00000168610,ENSG00000136869,ENSG00000011600,ENSG00000197971,ENSG00000123338,ENSG00000196776,ENSG00000137462,ENSG00000168961,ENSG00000239998,ENSG00000115267,ENSG00000116584,ENSG00000172247,ENSG00000174125,ENSG00000019582,ENSG00000006210,ENSG00000196664"
"GO:BP","regulation of protein-containing complex assembly","GO:0043254","0.000776301233903962","3.109969723539976","343","249","20","16178","ENSG00000130203,ENSG00000095970,ENSG00000197943,ENSG00000136717,ENSG00000145335,ENSG00000145147,ENSG00000078018,ENSG00000175866,ENSG00000165025,ENSG00000120885,ENSG00000100106,ENSG00000149269,ENSG00000120899,ENSG00000146122,ENSG00000103187,ENSG00000131095,ENSG00000115956,ENSG00000148180,ENSG00000136869,ENSG00000136167"
"GO:BP","positive regulation of phagocytosis, engulfment","GO:0060100","0.0007846218374153083","3.1053396088537046","10","578","6","16178","ENSG00000095970,ENSG00000197943,ENSG00000125730,ENSG00000123338,ENSG00000064687,ENSG00000177119"
"GO:BP","positive regulation of membrane invagination","GO:1905155","0.0007846218374153083","3.1053396088537046","10","578","6","16178","ENSG00000095970,ENSG00000197943,ENSG00000125730,ENSG00000123338,ENSG00000064687,ENSG00000177119"
"GO:BP","regulation of chemotaxis","GO:0050920","0.0007877771680351178","3.103596610401784","180","818","27","16178","ENSG00000095970,ENSG00000145147,ENSG00000137845,ENSG00000120899,ENSG00000117115,ENSG00000169855,ENSG00000100599,ENSG00000103496,ENSG00000182578,ENSG00000113578,ENSG00000184371,ENSG00000123338,ENSG00000001617,ENSG00000110492,ENSG00000100030,ENSG00000138685,ENSG00000168961,ENSG00000087470,ENSG00000105894,ENSG00000106211,ENSG00000177119,ENSG00000254087,ENSG00000019582,ENSG00000111859,ENSG00000112562,ENSG00000112715,ENSG00000169313"
"GO:BP","response to peptide","GO:1901652","0.0008195002422225234","3.0864509137275395","294","899","39","16178","ENSG00000095970,ENSG00000134324,ENSG00000171105,ENSG00000140443,ENSG00000154229,ENSG00000077522,ENSG00000175866,ENSG00000048052,ENSG00000152661,ENSG00000105409,ENSG00000090339,ENSG00000168610,ENSG00000112851,ENSG00000136869,ENSG00000109458,ENSG00000026025,ENSG00000135744,ENSG00000123384,ENSG00000115461,ENSG00000141837,ENSG00000064300,ENSG00000168710,ENSG00000150907,ENSG00000114166,ENSG00000135046,ENSG00000159640,ENSG00000138814,ENSG00000254087,ENSG00000116584,ENSG00000070961,ENSG00000169047,ENSG00000017427,ENSG00000140090,ENSG00000169174,ENSG00000166949,ENSG00000142208,ENSG00000132170,ENSG00000121879,ENSG00000120088"
"GO:BP","myeloid leukocyte migration","GO:0097529","0.0008477704948288895","3.0717217023655583","186","896","29","16178","ENSG00000095970,ENSG00000145147,ENSG00000165025,ENSG00000120899,ENSG00000115310,ENSG00000160255,ENSG00000100599,ENSG00000182621,ENSG00000182578,ENSG00000102755,ENSG00000184371,ENSG00000123338,ENSG00000110651,ENSG00000110492,ENSG00000100030,ENSG00000196776,ENSG00000135046,ENSG00000087470,ENSG00000158869,ENSG00000177119,ENSG00000254087,ENSG00000019582,ENSG00000167851,ENSG00000006210,ENSG00000112715,ENSG00000169313,ENSG00000168329,ENSG00000143546,ENSG00000163220"
"GO:BP","regulation of actin cytoskeleton organization","GO:0032956","0.0008494062569520086","3.0708845442050965","274","435","24","16178","ENSG00000131941,ENSG00000136717,ENSG00000077522,ENSG00000145147,ENSG00000175866,ENSG00000100106,ENSG00000145242,ENSG00000149269,ENSG00000120899,ENSG00000146122,ENSG00000103187,ENSG00000115956,ENSG00000104332,ENSG00000148180,ENSG00000140750,ENSG00000182578,ENSG00000123384,ENSG00000180353,ENSG00000141646,ENSG00000123338,ENSG00000148700,ENSG00000171992,ENSG00000196776,ENSG00000071127"
"GO:BP","regulation of protein localization to membrane","GO:1905475","0.0008591025027950509","3.065955015746809","143","394","16","16178","ENSG00000095970,ENSG00000151150,ENSG00000073921,ENSG00000168958,ENSG00000179399,ENSG00000160255,ENSG00000175497,ENSG00000148180,ENSG00000103496,ENSG00000150093,ENSG00000198743,ENSG00000123384,ENSG00000110651,ENSG00000161203,ENSG00000108798,ENSG00000169896"
"GO:BP","purine ribonucleoside triphosphate metabolic process","GO:0009205","0.0008661829937210961","3.0623903472808354","197","57","8","16178","ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000108515,ENSG00000174886,ENSG00000023228,ENSG00000171105"
"GO:BP","positive regulation of lipid localization","GO:1905954","0.0008708086784050457","3.0600772514675967","82","897","18","16178","ENSG00000130203,ENSG00000141338,ENSG00000095970,ENSG00000151726,ENSG00000155368,ENSG00000125730,ENSG00000198911,ENSG00000100906,ENSG00000123384,ENSG00000182718,ENSG00000064687,ENSG00000025434,ENSG00000186350,ENSG00000147571,ENSG00000111684,ENSG00000132170,ENSG00000131408,ENSG00000137869"
"GO:BP","regulation of inflammatory response","GO:0050727","0.0008874286800675279","3.051866539791433","293","905","39","16178","ENSG00000130203,ENSG00000196126,ENSG00000095970,ENSG00000197943,ENSG00000145335,ENSG00000165025,ENSG00000111679,ENSG00000168610,ENSG00000136869,ENSG00000135744,ENSG00000100906,ENSG00000213654,ENSG00000110651,ENSG00000110492,ENSG00000196776,ENSG00000081237,ENSG00000135046,ENSG00000137462,ENSG00000186951,ENSG00000155629,ENSG00000129667,ENSG00000025434,ENSG00000067182,ENSG00000134352,ENSG00000176046,ENSG00000134780,ENSG00000110324,ENSG00000254087,ENSG00000164136,ENSG00000101336,ENSG00000144802,ENSG00000006210,ENSG00000017427,ENSG00000111684,ENSG00000196664,ENSG00000132170,ENSG00000143546,ENSG00000163220,ENSG00000149187"
"GO:BP","neuron apoptotic process","GO:0051402","0.0009067617321541445","3.0425068165836535","137","827","23","16178","ENSG00000130203,ENSG00000095970,ENSG00000120885,ENSG00000120899,ENSG00000171791,ENSG00000111640,ENSG00000064300,ENSG00000110492,ENSG00000148053,ENSG00000109917,ENSG00000136531,ENSG00000081189,ENSG00000176697,ENSG00000204209,ENSG00000134352,ENSG00000176046,ENSG00000065361,ENSG00000109670,ENSG00000106278,ENSG00000147140,ENSG00000006210,ENSG00000168329,ENSG00000169174"
"GO:BP","synapse pruning","GO:0098883","0.0009095012083823958","3.04119671958735","8","823","6","16178","ENSG00000095970,ENSG00000125730,ENSG00000173372,ENSG00000169896,ENSG00000006210,ENSG00000168329"
"GO:BP","purine nucleoside triphosphate metabolic process","GO:0009144","0.0009717222389602294","3.0124578578370125","200","57","8","16178","ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000108515,ENSG00000174886,ENSG00000023228,ENSG00000171105"
"GO:BP","protein localization to cell periphery","GO:1990778","0.0010060424240035803","2.997383705043336","284","393","23","16178","ENSG00000095970,ENSG00000151150,ENSG00000130226,ENSG00000073921,ENSG00000092820,ENSG00000077522,ENSG00000082397,ENSG00000145335,ENSG00000124507,ENSG00000175497,ENSG00000104365,ENSG00000143153,ENSG00000103496,ENSG00000150093,ENSG00000105649,ENSG00000123384,ENSG00000138078,ENSG00000136854,ENSG00000029725,ENSG00000110651,ENSG00000161203,ENSG00000073969,ENSG00000108798"
"GO:BP","behavior","GO:0007610","0.0010858437490077204","2.9642326644579415","254","32","7","16178","ENSG00000130203,ENSG00000273079,ENSG00000095970,ENSG00000159082,ENSG00000183454,ENSG00000118473,ENSG00000174469"
"GO:BP","ribonucleoside triphosphate metabolic process","GO:0009199","0.0010880884251931856","2.9633358095891285","203","57","8","16178","ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000108515,ENSG00000174886,ENSG00000023228,ENSG00000171105"
"GO:BP","positive regulation of immune effector process","GO:0002699","0.0010898833115212","2.9626199973577485","189","741","26","16178","ENSG00000196126,ENSG00000204287,ENSG00000095970,ENSG00000197943,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000115310,ENSG00000160255,ENSG00000011600,ENSG00000103496,ENSG00000182985,ENSG00000110651,ENSG00000169896,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000105220,ENSG00000066336,ENSG00000162511,ENSG00000019582,ENSG00000108771,ENSG00000167851,ENSG00000144802,ENSG00000114013,ENSG00000127666"
"GO:BP","regulation of monoatomic cation transmembrane transport","GO:1904062","0.0011141210677761042","2.9530676132823976","230","312","18","16178","ENSG00000273079,ENSG00000095970,ENSG00000183454,ENSG00000069966,ENSG00000151150,ENSG00000130226,ENSG00000136717,ENSG00000077522,ENSG00000145335,ENSG00000163131,ENSG00000120899,ENSG00000152818,ENSG00000175497,ENSG00000124942,ENSG00000143153,ENSG00000150093,ENSG00000114279,ENSG00000146729"
"GO:BP","positive regulation of secretion by cell","GO:1903532","0.0011185388414517606","2.951348930355655","192","500","21","16178","ENSG00000196126,ENSG00000095970,ENSG00000198087,ENSG00000116729,ENSG00000145335,ENSG00000165025,ENSG00000124145,ENSG00000163618,ENSG00000160255,ENSG00000041353,ENSG00000136869,ENSG00000103496,ENSG00000105649,ENSG00000067715,ENSG00000182718,ENSG00000169896,ENSG00000106089,ENSG00000137462,ENSG00000087470,ENSG00000099365,ENSG00000105383"
"GO:BP","regulation of calcium ion-dependent exocytosis","GO:0017158","0.0011274931999974255","2.9478860687072084","32","694","10","16178","ENSG00000149927,ENSG00000136854,ENSG00000067715,ENSG00000106089,ENSG00000084093,ENSG00000089169,ENSG00000116266,ENSG00000011347,ENSG00000173227,ENSG00000019505"
"GO:BP","positive regulation of phagocytosis","GO:0050766","0.0011693007065996716","2.9320737878774916","59","661","13","16178","ENSG00000095970,ENSG00000197943,ENSG00000244731,ENSG00000051523,ENSG00000125730,ENSG00000123338,ENSG00000064687,ENSG00000196776,ENSG00000081237,ENSG00000134516,ENSG00000158869,ENSG00000177119,ENSG00000164136"
"GO:BP","regulation of nervous system development","GO:0051960","0.0013455540666668703","2.871098846853538","265","823","34","16178","ENSG00000095970,ENSG00000078674,ENSG00000162946,ENSG00000038427,ENSG00000136717,ENSG00000145147,ENSG00000078018,ENSG00000146122,ENSG00000115310,ENSG00000169855,ENSG00000065320,ENSG00000182718,ENSG00000001617,ENSG00000110492,ENSG00000148053,ENSG00000109917,ENSG00000137462,ENSG00000084093,ENSG00000114554,ENSG00000176697,ENSG00000105894,ENSG00000137693,ENSG00000018189,ENSG00000164050,ENSG00000112531,ENSG00000116641,ENSG00000124920,ENSG00000007372,ENSG00000187122,ENSG00000106278,ENSG00000109756,ENSG00000006210,ENSG00000112715,ENSG00000168329"
"GO:BP","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0043280","0.0013711967467323293","2.862900225816059","102","896","20","16178","ENSG00000145335,ENSG00000165025,ENSG00000169855,ENSG00000148180,ENSG00000064300,ENSG00000186010,ENSG00000168961,ENSG00000084093,ENSG00000165280,ENSG00000162511,ENSG00000165731,ENSG00000147488,ENSG00000075240,ENSG00000136938,ENSG00000156709,ENSG00000166949,ENSG00000132170,ENSG00000079387,ENSG00000143546,ENSG00000163220"
"GO:BP","mononuclear cell proliferation","GO:0032943","0.001387389381810518","2.8578016336354963","210","903","31","16178","ENSG00000196126,ENSG00000107099,ENSG00000136235,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000124145,ENSG00000011600,ENSG00000171791,ENSG00000184371,ENSG00000123338,ENSG00000110651,ENSG00000163513,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000081189,ENSG00000159640,ENSG00000134352,ENSG00000138814,ENSG00000254087,ENSG00000164136,ENSG00000019582,ENSG00000167851,ENSG00000114013,ENSG00000012124,ENSG00000147065,ENSG00000017427,ENSG00000155659,ENSG00000163563,ENSG00000163599"
"GO:BP","regulation of cholesterol efflux","GO:0010874","0.0014630148147443415","2.8347512761104086","33","875","11","16178","ENSG00000130203,ENSG00000141338,ENSG00000095970,ENSG00000198911,ENSG00000100906,ENSG00000123384,ENSG00000064687,ENSG00000025434,ENSG00000186350,ENSG00000132170,ENSG00000131408"
"GO:BP","amyloid precursor protein metabolic process","GO:0042982","0.0014927137883210921","2.8260234555493535","67","801","15","16178","ENSG00000130203,ENSG00000073921,ENSG00000136717,ENSG00000137845,ENSG00000120885,ENSG00000115310,ENSG00000064687,ENSG00000148053,ENSG00000169242,ENSG00000185591,ENSG00000139970,ENSG00000133318,ENSG00000254087,ENSG00000017427,ENSG00000168615"
"GO:BP","regulation of B cell activation","GO:0050864","0.0015004868674286917","2.8237678012575964","91","924","19","16178","ENSG00000203710,ENSG00000165025,ENSG00000168918,ENSG00000104332,ENSG00000011600,ENSG00000171791,ENSG00000123338,ENSG00000110651,ENSG00000081237,ENSG00000081189,ENSG00000066336,ENSG00000162511,ENSG00000254087,ENSG00000019582,ENSG00000167851,ENSG00000012124,ENSG00000163563,ENSG00000163599,ENSG00000010671"
"GO:BP","regulation of lymphocyte proliferation","GO:0050670","0.0015013243165575149","2.8235254811896997","169","903","27","16178","ENSG00000196126,ENSG00000136235,ENSG00000203710,ENSG00000242574,ENSG00000165025,ENSG00000124145,ENSG00000011600,ENSG00000171791,ENSG00000123338,ENSG00000110651,ENSG00000163513,ENSG00000081237,ENSG00000135046,ENSG00000168961,ENSG00000081189,ENSG00000134352,ENSG00000138814,ENSG00000254087,ENSG00000164136,ENSG00000019582,ENSG00000167851,ENSG00000114013,ENSG00000012124,ENSG00000017427,ENSG00000155659,ENSG00000163563,ENSG00000163599"
"GO:BP","nucleoside triphosphate metabolic process","GO:0009141","0.0015662243848162676","2.8051460187105897","213","57","8","16178","ENSG00000158864,ENSG00000130414,ENSG00000095970,ENSG00000139180,ENSG00000108515,ENSG00000174886,ENSG00000023228,ENSG00000171105"
"GO:BP","exocytic process","GO:0140029","0.001591101360545479","2.7983021528968473","56","490","11","16178","ENSG00000159082,ENSG00000145335,ENSG00000165025,ENSG00000130477,ENSG00000115956,ENSG00000105649,ENSG00000136854,ENSG00000184702,ENSG00000106089,ENSG00000132639,ENSG00000099365"
"GO:BP","positive regulation of hemopoiesis","GO:1903708","0.0016496205951055237","2.7826159299674154","136","732","21","16178","ENSG00000196126,ENSG00000204287,ENSG00000154229,ENSG00000203710,ENSG00000165025,ENSG00000135426,ENSG00000168918,ENSG00000011600,ENSG00000180353,ENSG00000184371,ENSG00000123338,ENSG00000110492,ENSG00000163513,ENSG00000135046,ENSG00000168961,ENSG00000066336,ENSG00000138814,ENSG00000019582,ENSG00000144802,ENSG00000114013,ENSG00000111859"
"GO:BP","positive regulation of leukocyte differentiation","GO:1902107","0.0016496205951055237","2.7826159299674154","136","732","21","16178","ENSG00000196126,ENSG00000204287,ENSG00000154229,ENSG00000203710,ENSG00000165025,ENSG00000135426,ENSG00000168918,ENSG00000011600,ENSG00000180353,ENSG00000184371,ENSG00000123338,ENSG00000110492,ENSG00000163513,ENSG00000135046,ENSG00000168961,ENSG00000066336,ENSG00000138814,ENSG00000019582,ENSG00000144802,ENSG00000114013,ENSG00000111859"
"GO:BP","organic hydroxy compound transport","GO:0015850","0.001676947854626258","2.7754804417470265","220","914","32","16178","ENSG00000130203,ENSG00000141338,ENSG00000095970,ENSG00000145335,ENSG00000165025,ENSG00000120885,ENSG00000141458,ENSG00000198911,ENSG00000135744,ENSG00000198743,ENSG00000100906,ENSG00000123384,ENSG00000130208,ENSG00000067715,ENSG00000182718,ENSG00000064687,ENSG00000106089,ENSG00000025434,ENSG00000186350,ENSG00000147571,ENSG00000011347,ENSG00000173227,ENSG00000019505,ENSG00000084453,ENSG00000111684,ENSG00000169174,ENSG00000132170,ENSG00000131408,ENSG00000166035,ENSG00000137869,ENSG00000120088,ENSG00000168621"
"GO:BP","positive regulation of smooth muscle cell migration","GO:0014911","0.0017015218791477781","2.769162462123824","18","782","8","16178","ENSG00000128512,ENSG00000154734,ENSG00000115461,ENSG00000110492,ENSG00000109072,ENSG00000116641,ENSG00000163191,ENSG00000017427"
"GO:BP","regulation of tissue remodeling","GO:0034103","0.0017050761210508473","2.7682562276894362","55","868","14","16178","ENSG00000154229,ENSG00000136235,ENSG00000165025,ENSG00000168918,ENSG00000162733,ENSG00000104332,ENSG00000182578,ENSG00000110492,ENSG00000170989,ENSG00000135926,ENSG00000164136,ENSG00000011347,ENSG00000183160,ENSG00000132170"
"GO:BP","positive regulation of interleukin-6 production","GO:0032755","0.0017182616432807056","2.7649107045436345","77","697","15","16178","ENSG00000197943,ENSG00000051523,ENSG00000165025,ENSG00000168610,ENSG00000136869,ENSG00000011600,ENSG00000197971,ENSG00000137462,ENSG00000168961,ENSG00000239998,ENSG00000115267,ENSG00000116584,ENSG00000172247,ENSG00000174125,ENSG00000019582"
"GO:BP","regulation of mononuclear cell migration","GO:0071675","0.0017693446185986822","2.752187570493634","101","454","14","16178","ENSG00000107099,ENSG00000145147,ENSG00000137845,ENSG00000072786,ENSG00000120899,ENSG00000117115,ENSG00000182621,ENSG00000189058,ENSG00000182578,ENSG00000184371,ENSG00000110492,ENSG00000100030,ENSG00000196776,ENSG00000168961"
"GO:BP","positive regulation of epithelial cell migration","GO:0010634","0.0018867775317734634","2.7242793040846474","135","558","18","16178","ENSG00000197943,ENSG00000154229,ENSG00000150760,ENSG00000048052,ENSG00000103811,ENSG00000120899,ENSG00000115310,ENSG00000051382,ENSG00000135744,ENSG00000111961,ENSG00000113578,ENSG00000124782,ENSG00000135046,ENSG00000138685,ENSG00000105220,ENSG00000185591,ENSG00000122194,ENSG00000106211"
