"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","ionotropic glutamate receptor signaling pathway","GO:0035235","1.0628212569050174e-21","20.973539768089168","13","20","9","16178","ENSG00000142192,ENSG00000176884,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000176749"
"GO:BP","ligand-gated ion channel signaling pathway","GO:1990806","1.0628212569050174e-21","20.973539768089168","13","20","9","16178","ENSG00000142192,ENSG00000176884,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000176749"
"GO:BP","mitochondrial electron transport, NADH to ubiquinone","GO:0006120","8.394666535453317e-19","18.075996550828958","46","473","22","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000165264,ENSG00000140990,ENSG00000164258,ENSG00000145494,ENSG00000267855"
"GO:BP","mitochondrial ATP synthesis coupled electron transport","GO:0042775","2.011393986761667e-18","17.696502852567104","88","480","28","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","ATP synthesis coupled electron transport","GO:0042773","2.011393986761667e-18","17.696502852567104","88","480","28","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","aerobic electron transport chain","GO:0019646","3.863794869503303e-18","17.412985938521444","82","480","27","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","respiratory electron transport chain","GO:0022904","7.321957417434047e-17","16.135372801188876","99","480","28","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","glutamate receptor signaling pathway","GO:0007215","5.119104761825123e-16","15.290805982577707","41","20","9","16178","ENSG00000142192,ENSG00000176884,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000176749"
"GO:BP","electron transport chain","GO:0022900","7.344656494871315e-16","15.134028511088214","107","480","28","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","proton motive force-driven mitochondrial ATP synthesis","GO:0042776","1.0919223947989542e-15","14.961808226748719","65","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","5.543408011010501e-15","14.256223154889561","261","2141","89","16178","ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000087085,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000159640,ENSG00000082701,ENSG00000168297,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000120907,ENSG00000100151,ENSG00000141837,ENSG00000188906,ENSG00000186868,ENSG00000120899,ENSG00000067606,ENSG00000105737,ENSG00000097007,ENSG00000151577,ENSG00000186716,ENSG00000064651,ENSG00000179603,ENSG00000011600,ENSG00000113758,ENSG00000204305,ENSG00000107758,ENSG00000144868,ENSG00000163873,ENSG00000155511,ENSG00000232810,ENSG00000148408,ENSG00000152578,ENSG00000125675,ENSG00000120251,ENSG00000104327,ENSG00000181092,ENSG00000103496,ENSG00000176697,ENSG00000121807,ENSG00000152208,ENSG00000152822,ENSG00000124313,ENSG00000058404,ENSG00000102081,ENSG00000070808,ENSG00000008086,ENSG00000197283,ENSG00000185737,ENSG00000114062,ENSG00000168959,ENSG00000161681,ENSG00000125538,ENSG00000131042,ENSG00000036530,ENSG00000134259,ENSG00000165917,ENSG00000189056,ENSG00000161011,ENSG00000171862,ENSG00000114416,ENSG00000128564,ENSG00000128245,ENSG00000108691,ENSG00000008056,ENSG00000168824,ENSG00000116106,ENSG00000150093,ENSG00000157193,ENSG00000081189,ENSG00000174943,ENSG00000168993,ENSG00000151025,ENSG00000006116,ENSG00000148053,ENSG00000105894,ENSG00000067715,ENSG00000158109,ENSG00000164418,ENSG00000145632,ENSG00000130477,ENSG00000171189"
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","7.329658535700178e-15","14.134916257216366","262","2141","89","16178","ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000087085,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000159640,ENSG00000082701,ENSG00000168297,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000120907,ENSG00000100151,ENSG00000141837,ENSG00000188906,ENSG00000186868,ENSG00000120899,ENSG00000067606,ENSG00000105737,ENSG00000097007,ENSG00000151577,ENSG00000186716,ENSG00000064651,ENSG00000179603,ENSG00000011600,ENSG00000113758,ENSG00000204305,ENSG00000107758,ENSG00000144868,ENSG00000163873,ENSG00000155511,ENSG00000232810,ENSG00000148408,ENSG00000152578,ENSG00000125675,ENSG00000120251,ENSG00000104327,ENSG00000181092,ENSG00000103496,ENSG00000176697,ENSG00000121807,ENSG00000152208,ENSG00000152822,ENSG00000124313,ENSG00000058404,ENSG00000102081,ENSG00000070808,ENSG00000008086,ENSG00000197283,ENSG00000185737,ENSG00000114062,ENSG00000168959,ENSG00000161681,ENSG00000125538,ENSG00000131042,ENSG00000036530,ENSG00000134259,ENSG00000165917,ENSG00000189056,ENSG00000161011,ENSG00000171862,ENSG00000114416,ENSG00000128564,ENSG00000128245,ENSG00000108691,ENSG00000008056,ENSG00000168824,ENSG00000116106,ENSG00000150093,ENSG00000157193,ENSG00000081189,ENSG00000174943,ENSG00000168993,ENSG00000151025,ENSG00000006116,ENSG00000148053,ENSG00000105894,ENSG00000067715,ENSG00000158109,ENSG00000164418,ENSG00000145632,ENSG00000130477,ENSG00000171189"
"GO:BP","proton motive force-driven ATP synthesis","GO:0015986","7.39384036012172e-15","14.131129930482777","72","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","oxidative phosphorylation","GO:0006119","9.830005495573774e-15","14.007446239370642","127","480","29","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","calcium ion transport","GO:0006816","5.110287093646554e-14","13.291554700709886","325","87","21","16178","ENSG00000080815,ENSG00000176884,ENSG00000143801,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464,ENSG00000136717,ENSG00000105383,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314"
"GO:BP","protein autophosphorylation","GO:0046777","6.877174667656616e-14","13.162589945232485","181","1306","53","16178","ENSG00000082701,ENSG00000178999,ENSG00000058729,ENSG00000087586,ENSG00000167258,ENSG00000115020,ENSG00000198793,ENSG00000146904,ENSG00000160551,ENSG00000176444,ENSG00000134853,ENSG00000137275,ENSG00000177169,ENSG00000111837,ENSG00000188906,ENSG00000157404,ENSG00000113721,ENSG00000182578,ENSG00000013364,ENSG00000141503,ENSG00000196632,ENSG00000119408,ENSG00000137193,ENSG00000162733,ENSG00000120899,ENSG00000149311,ENSG00000105287,ENSG00000173327,ENSG00000097007,ENSG00000147133,ENSG00000140474,ENSG00000096968,ENSG00000115694,ENSG00000142208,ENSG00000204580,ENSG00000077782,ENSG00000198400,ENSG00000037280,ENSG00000151422,ENSG00000101336,ENSG00000100311,ENSG00000174292,ENSG00000197122,ENSG00000171105,ENSG00000102882,ENSG00000181092,ENSG00000058404,ENSG00000125508,ENSG00000254087,ENSG00000000938,ENSG00000182866,ENSG00000070808,ENSG00000008086"
"GO:BP","ATP biosynthetic process","GO:0006754","3.4901915869317435e-13","12.457150732678777","89","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","mitochondrial respiratory chain complex I assembly","GO:0032981","3.7728309996487255e-13","12.42333264816869","61","186","15","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000065518"
"GO:BP","NADH dehydrogenase complex assembly","GO:0010257","3.7728309996487255e-13","12.42333264816869","61","186","15","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000065518"
"GO:BP","regulation of postsynaptic membrane potential","GO:0060078","4.734347185625166e-13","12.324739896961976","62","1515","31","16178","ENSG00000142192,ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000082701,ENSG00000101204,ENSG00000149295,ENSG00000175344,ENSG00000188906,ENSG00000109158,ENSG00000120899,ENSG00000067606,ENSG00000069696,ENSG00000142208,ENSG00000011677,ENSG00000144868,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000145863,ENSG00000102287,ENSG00000105723,ENSG00000152208,ENSG00000161681,ENSG00000189056,ENSG00000171862"
"GO:BP","purine nucleoside triphosphate biosynthetic process","GO:0009145","5.187293778643224e-13","12.285059155355036","91","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","purine ribonucleoside triphosphate biosynthetic process","GO:0009206","5.187293778643224e-13","12.285059155355036","91","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","calcium ion import across plasma membrane","GO:0098703","6.360896496869072e-13","12.196481671111776","44","709","20","16178","ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000140090,ENSG00000120910,ENSG00000153956,ENSG00000196689,ENSG00000141837,ENSG00000221823,ENSG00000102001,ENSG00000151067,ENSG00000081248,ENSG00000157388"
"GO:BP","gamma-aminobutyric acid signaling pathway","GO:0007214","6.980175786845204e-13","12.156133640085212","22","1130","17","16178","ENSG00000204681,ENSG00000136928,ENSG00000163288,ENSG00000109158,ENSG00000064651,ENSG00000011677,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000166206,ENSG00000187730,ENSG00000145864,ENSG00000145863,ENSG00000102287"
"GO:BP","aerobic respiration","GO:0009060","8.70153509060528e-13","12.060404124097591","160","480","30","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","ribonucleoside triphosphate biosynthetic process","GO:0009201","1.3385998436629936e-12","11.873349230054394","96","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","calcium ion transmembrane import into cytosol","GO:0097553","1.855959764718768e-12","11.73143144306868","161","287","24","16178","ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000147246,ENSG00000102468,ENSG00000149295,ENSG00000140090,ENSG00000197943,ENSG00000120907,ENSG00000120910,ENSG00000153956,ENSG00000196689"
"GO:BP","calcium ion import into cytosol","GO:1902656","1.8646719624426296e-12","11.729397559261015","46","709","20","16178","ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314,ENSG00000140090,ENSG00000120910,ENSG00000153956,ENSG00000196689,ENSG00000141837,ENSG00000221823,ENSG00000102001,ENSG00000151067,ENSG00000081248,ENSG00000157388"
"GO:BP","regulation of synaptic plasticity","GO:0048167","1.89174076304189e-12","11.72313837792058","126","24","10","16178","ENSG00000142192,ENSG00000176884,ENSG00000164885,ENSG00000130203,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000159640,ENSG00000082701"
"GO:BP","nucleoside triphosphate biosynthetic process","GO:0009142","3.2678336215251087e-12","11.485740063245183","101","186","17","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518"
"GO:BP","purine ribonucleotide biosynthetic process","GO:0009152","3.681723947401318e-12","11.433948777650246","178","295","25","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366"
"GO:BP","regulation of neuronal synaptic plasticity","GO:0048168","3.739799728638711e-12","11.42715165423693","37","16","7","16178","ENSG00000142192,ENSG00000176884,ENSG00000130203,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464"
"GO:BP","synaptic transmission, glutamatergic","GO:0035249","3.753991075881771e-12","11.425506764133402","76","16","8","16178","ENSG00000176884,ENSG00000164885,ENSG00000116032,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000198785,ENSG00000105464"
"GO:BP","amyloid-beta metabolic process","GO:0050435","6.1245224264446326e-12","11.21292777074239","48","293","15","16178","ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000159640,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039"
"GO:BP","ribonucleotide biosynthetic process","GO:0009260","1.1930791288376801e-11","10.923330751570285","187","295","25","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366"
"GO:BP","amyloid precursor protein metabolic process","GO:0042982","1.5127987677598193e-11","10.820218837914556","67","1930","34","16178","ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000087085,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000137845,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039,ENSG00000186318,ENSG00000160179,ENSG00000204305,ENSG00000232810,ENSG00000105723,ENSG00000254087,ENSG00000111537,ENSG00000182240,ENSG00000017427,ENSG00000125447,ENSG00000125967,ENSG00000136156,ENSG00000168824,ENSG00000116106,ENSG00000127445,ENSG00000103154,ENSG00000171867,ENSG00000148053"
"GO:BP","excitatory chemical synaptic transmission","GO:0098976","1.8384053409142025e-11","10.735558726946588","7","16","5","16178","ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464"
"GO:BP","amyloid-beta formation","GO:0034205","1.8617575999828834e-11","10.730076864623634","42","293","14","16178","ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039"
"GO:BP","ATP metabolic process","GO:0046034","2.467879915154494e-11","10.607675976508562","183","2445","70","16178","ENSG00000142192,ENSG00000080815,ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000198793,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000165264,ENSG00000140990,ENSG00000141959,ENSG00000164916,ENSG00000143437,ENSG00000067057,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000100644,ENSG00000130414,ENSG00000165280,ENSG00000164708,ENSG00000106633,ENSG00000174886,ENSG00000204389,ENSG00000089041,ENSG00000171105,ENSG00000181722,ENSG00000264424,ENSG00000111537,ENSG00000186951,ENSG00000108515,ENSG00000095970,ENSG00000017427,ENSG00000165629,ENSG00000105220,ENSG00000110955,ENSG00000099624,ENSG00000152234,ENSG00000115286,ENSG00000111640,ENSG00000152556,ENSG00000159199,ENSG00000111674,ENSG00000116459,ENSG00000154518,ENSG00000111669,ENSG00000178951,ENSG00000170906,ENSG00000160194,ENSG00000117118,ENSG00000100393,ENSG00000213619,ENSG00000241468,ENSG00000136521,ENSG00000109107,ENSG00000154723,ENSG00000156411,ENSG00000130770"
"GO:BP","ribose phosphate biosynthetic process","GO:0046390","2.5167205905532392e-11","10.599164997688293","193","295","25","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000139180,ENSG00000099795,ENSG00000004779,ENSG00000149084,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000278540,ENSG00000131238,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000152782,ENSG00000091140,ENSG00000165264,ENSG00000140990,ENSG00000068366"
"GO:BP","peptidyl-tyrosine modification","GO:0018212","3.0952347302196257e-11","10.509306410238828","216","1509","59","16178","ENSG00000142192,ENSG00000141510,ENSG00000196396,ENSG00000146904,ENSG00000134853,ENSG00000087589,ENSG00000197943,ENSG00000149177,ENSG00000181467,ENSG00000105568,ENSG00000068078,ENSG00000128294,ENSG00000157404,ENSG00000113721,ENSG00000182578,ENSG00000013364,ENSG00000162733,ENSG00000120899,ENSG00000067606,ENSG00000261371,ENSG00000097007,ENSG00000113494,ENSG00000160712,ENSG00000141736,ENSG00000187116,ENSG00000096968,ENSG00000113575,ENSG00000157368,ENSG00000204580,ENSG00000061938,ENSG00000077782,ENSG00000143322,ENSG00000198400,ENSG00000037280,ENSG00000115539,ENSG00000151422,ENSG00000101336,ENSG00000136960,ENSG00000100311,ENSG00000019991,ENSG00000232810,ENSG00000197122,ENSG00000171105,ENSG00000102882,ENSG00000167191,ENSG00000010810,ENSG00000125508,ENSG00000254087,ENSG00000136573,ENSG00000000938,ENSG00000182866,ENSG00000136244,ENSG00000168959,ENSG00000111537,ENSG00000189056,ENSG00000259384,ENSG00000095970,ENSG00000017427,ENSG00000135744"
"GO:BP","energy derivation by oxidation of organic compounds","GO:0015980","3.101879621453103e-11","10.508375060408","249","480","35","16178","ENSG00000082701,ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000188778,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000112425,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000156873,ENSG00000161281,ENSG00000152266,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
"GO:BP","amyloid precursor protein catabolic process","GO:0042987","3.2282213632909564e-11","10.491036692797683","53","293","15","16178","ENSG00000080815,ENSG00000143801,ENSG00000137642,ENSG00000130203,ENSG00000138613,ENSG00000136717,ENSG00000064687,ENSG00000137845,ENSG00000120885,ENSG00000175344,ENSG00000073921,ENSG00000162736,ENSG00000205155,ENSG00000117362,ENSG00000173039"
"GO:BP","calcium ion transmembrane transport","GO:0070588","3.313069388658718e-11","10.4797694681941","250","87","17","16178","ENSG00000176884,ENSG00000143801,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000136717,ENSG00000196876,ENSG00000144285,ENSG00000136531,ENSG00000153253,ENSG00000183873,ENSG00000168356,ENSG00000136546,ENSG00000185313,ENSG00000169432,ENSG00000007314"
"GO:BP","regulation of membrane potential","GO:0042391","4.804144014552789e-11","10.318383982162528","285","1301","64","16178","ENSG00000142192,ENSG00000176884,ENSG00000273079,ENSG00000161509,ENSG00000183454,ENSG00000105464,ENSG00000082701,ENSG00000023228,ENSG00000136717,ENSG00000144285,ENSG00000136531,ENSG00000183873,ENSG00000168356,ENSG00000185313,ENSG00000007314,ENSG00000108576,ENSG00000163399,ENSG00000101204,ENSG00000160716,ENSG00000149295,ENSG00000175344,ENSG00000140090,ENSG00000120907,ENSG00000153956,ENSG00000196924,ENSG00000188906,ENSG00000099822,ENSG00000109158,ENSG00000186868,ENSG00000046604,ENSG00000120899,ENSG00000067606,ENSG00000097007,ENSG00000069696,ENSG00000198626,ENSG00000165280,ENSG00000151067,ENSG00000157388,ENSG00000142208,ENSG00000011677,ENSG00000138777,ENSG00000077522,ENSG00000049759,ENSG00000103335,ENSG00000152661,ENSG00000089041,ENSG00000144868,ENSG00000163873,ENSG00000151834,ENSG00000113327,ENSG00000022355,ENSG00000163285,ENSG00000186297,ENSG00000182256,ENSG00000197122,ENSG00000145863,ENSG00000102287,ENSG00000105723,ENSG00000170759,ENSG00000105409,ENSG00000152208,ENSG00000111262,ENSG00000102081,ENSG00000151150"
"GO:BP","cellular respiration","GO:0045333","6.00099236540624e-11","10.221776925752492","186","480","30","16178","ENSG00000119421,ENSG00000168653,ENSG00000158864,ENSG00000178127,ENSG00000023228,ENSG00000170312,ENSG00000139180,ENSG00000010256,ENSG00000099795,ENSG00000004779,ENSG00000147684,ENSG00000110717,ENSG00000151366,ENSG00000128609,ENSG00000184983,ENSG00000198888,ENSG00000109390,ENSG00000167792,ENSG00000065518,ENSG00000156467,ENSG00000165264,ENSG00000140990,ENSG00000127184,ENSG00000066855,ENSG00000131174,ENSG00000161281,ENSG00000164258,ENSG00000145494,ENSG00000267855,ENSG00000156885"
