symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
GJA1	0.06550703398120289	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.538770483734008	No data	No data	No data	0	0	1	1	0	0.8691099999999998	No data	-0.35090643884142525	-0.989201739091779	0	No data	No data	0	-1	0
CIB1	0.06504605442450752	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5349791018982265	No data	No data	No data	1	0	0	1	0	0.6858649999999997	No data	0.2905813711189831	-0.19037287424326255	0	No data	No data	0	-1	-1
AEBP2	0.06487099461694903	0.1067078602890458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6520850000000002	No data	-0.9454052927693269	-0.011931154201390015	0	No data	No data	0	-1	-1
TRIM21	0.06462925047727977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.531551047678361	No data	No data	No data	0	0	0	0	0	0	No data	0.26286726401333604	-0.6456685971681261	0	No data	No data	0	-1	-1
TMEM184C	0.06458851274825139	0.10624319906476265	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.4758282975619921	No data	0	No data	No data	0	1	-1
NPPA	0.0642456432136879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5283960235777648	No data	No data	No data	0	1	0	1	0	0.006624999999999659	No data	0.7833923734111272	-0.9310320862304611	0	No data	No data	0	1	0
C16orf82	0.06412840586310334	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5274317908801851	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1
CLMP	0.06410157257364661	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.527211097262078	No data	No data	No data	1	0	0	0	0	0.61126	No data	0.11721191914982287	-0.8661064246217972	0	No data	No data	0	0.5	0
GOLPH3	0.06397838471746914	0.10523958478303969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9328850000000003	No data	-0.3014169618670557	-0.6120250709403169	0	No data	No data	-0.10234999999999986	-1	-1
PPARGC1A	0.06396947186164405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.526124619059941	No data	No data	No data	0	0	1	0	0	0.718045	No data	-0.8012085851219004	-0.968155683523095	0	No data	No data	0	0.5	0
NME9	0.06375781573667627	0.10487676555812228	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4536361742029589	No data	0	No data	No data	0	0.5	0
G0S2	0.06354720279161956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5226516162799909	No data	No data	No data	0	0	0	0	0	0	No data	0.7949572827672431	-0.883782475545179	0	No data	No data	No data	0.5	0
ATP5MC1	0.06346188386133637	0.10438998009421335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	-0.024692644300896016	No data	0	No data	No data	-0.3198525	0.5	-1
KCNJ2	0.06320461843621625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5198339900242622	No data	No data	1	0	0	0	0	0	0.9297400000000003	0	-0.35986663888310066	-0.758892671723152	0	No data	No data	-0.28571500000000005	0.5	0
MTHFR	0.06316949269232194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.519545094116765	No data	No data	No data	0	0	0	0	0	0.5045749999999998	No data	0.014065430297978798	-0.75257434052664	0	-1	No data	0	-1	-1
CDKN2B-AS1	0.06311284531118493	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5190791909139698	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYCS	0.06299187688029312	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5180842714974255	No data	No data	No data	0	0	0	1	0	0.5714300000000001	No data	0.0026047093144405675	-0.898699811576612	0	No data	No data	No data	0.5	-1
DAPK1	0.06289017193884675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5172477869678875	No data	No data	No data	0	0	1	1	1	0.755245	No data	-0.7916232548447593	0	0	-1	No data	0	-1	-1
CXCL9	0.06275219968368045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5161130175524512	No data	No data	No data	0	1	0	0	0	0	No data	0.7465096895186498	-0.21342152618624072	0	-1	No data	0	1	0
SNHG1	0.06255125236000042	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5144603021079508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ATG7	0.06251336868389312	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5141487232550934	No data	No data	No data	1	0	1	1	0	0.6301549999999999	No data	0.03229839549906233	-0.8225951405161976	0	No data	No data	0	-1	-1
MIAT	0.06235542671652498	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5128497105386078	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.17077894484562928	No data	No data	No data	No data	No data	No data
IL1R2	0.061953152604698684	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.509541158698442	No data	No data	No data	1	1	0	0	0	0	No data	0.745363617420296	0	0	No data	No data	0	0.5	0
LTB4R	0.06192310465242179	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5092940256991355	No data	No data	0.75	1	0	1	1	0	No data	1	0.31642008751823303	-0.28733517590127156	0	-1	No data	0	0.5	0
LIPG	0.06182239367084757	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5084657161121737	No data	No data	No data	0	1	1	1	0	0	No data	0.3242342154615545	-0.17077894484562928	0	No data	No data	0	0.75	0
LAPTM5	0.0617198357323452	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5076222160057036	No data	No data	No data	0	0	0	0	0	0	No data	-0.6266930610543864	0	0	No data	No data	0	0.5	-1
ADCYAP1	0.06154428530136998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5061783803613761	No data	No data	No data	0	1	0	0	0	0.11931999999999973	No data	-0.19462387997499475	-0.9089657287461056	0	No data	No data	0	0.5	0
RPS6KB1	0.06152566282631728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5060252175743791	No data	No data	0.25	0	0	1	1	0	0.9714300000000001	No data	-0.7320275057303605	-0.2526492713744044	0	No data	No data	-0.11428499999999993	-1	-1
KL	0.061445447876577186	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5053654800676166	No data	No data	No data	1	1	0	0	0	0.2835949999999997	No data	-0.41289852052510945	-0.9761610772608389	0	No data	No data	0	0.75	0
CUX2	0.06144010299477146	0.10106430408880636	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.9027922483850802	-0.6910905022544522	0	-1	No data	0	0.5	0.5
GATA3	0.06120477256967041	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5033860170444211	No data	No data	No data	0	0	0	0	0	0.81982	No data	-0.6419045634507189	-0.9689960211737705	0	-1	-1	-0.16103500000000004	0.5	0
PHB1	0.061090572707584355	0.09816418687610398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04650332862396894	No data	No data	No data	0	0	0	0	0	0.9816200000000002	No data	-0.5370910606376329	-0.7944095506945944	-1	No data	No data	0	-1	-1
EFEMP1	0.061070998909117026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5022857794756145	No data	No data	No data	0	1	0	0	0	0.7261650000000003	No data	-0.9391539904146697	-0.8816744016980532	0	No data	No data	0	-1	0
F2RL1	0.06100901047850162	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5017759481686719	No data	No data	No data	1	0	1	1	0	0.1813600000000001	No data	0.4771827464055012	-0.8870855917677206	0	No data	No data	0	0.5	0
NEAT1	0.061004812988790194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5017414254094373	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CAV1	0.060972114216328116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5014724904205328	No data	No data	No data	0	0	0	0	0	0.7471899999999998	No data	0.4604084184205042	-0.9888470163518465	0	No data	No data	0	-1	0
NDUFA12	0.06096172829211187	0.1002774140274063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.4482750000000003	No data	0.6098145446968117	0	0	No data	No data	No data	0.5	-1
ACP5	0.06094987770175207	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5012896035305825	No data	No data	No data	0	0	0	0	0	0.2615400000000001	No data	-0.2289018545530319	0	0	No data	No data	No data	0.5	-1
SPP1	0.060575840707801386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4982132912642838	No data	No data	0.5	0	1	0	0	0	0	No data	0.6789956240883517	-0.9703772968579577	0	No data	No data	No data	0.5	0
FGF2	0.0605430355830756	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4979434815683885	No data	No data	0.75	0	1	1	1	1	0.7419350000000001	No data	0.16607626588872693	-0.9159958106686039	0	No data	No data	0	-1	0
FOXP1	0.060195318831770796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4950836433049639	No data	No data	No data	0	0	0	0	0	0.859675	No data	-0.9163367368201709	-0.9250388461562081	0	No data	No data	0	-1	-1
CXCL16	0.060026513940531843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4936952871639183	No data	No data	No data	0	1	0	0	0	0	No data	0.49333194415503234	-0.20363345368340835	0	No data	No data	No data	-1	-1
CSF3	0.05991520146140586	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49277978428461616	No data	No data	No data	0	1	0	0	1	0	No data	-0.26880600125026044	-0.08888451419193671	0	No data	No data	No data	0.5	0
NUMB	0.0598719364589217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4924239460654131	No data	No data	No data	0	0	0	0	0	0.6850999999999999	No data	-0.38424671806626376	-0.8921136938830981	0	No data	No data	0	-1	-1
PHOSPHO1	0.059861360486857446	0.0984673925421033	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.6441949999999999	0	-0.1784746822254636	-0.2477022408743107	0	No data	No data	0	1	0
RXRA	0.05983424727521465	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49211396683870573	No data	No data	1	0	0	1	1	1	0.8051949999999998	1	-0.9352990206292978	-0.9814740846810129	0	-1	No data	-0.2965375000000002	0.5	-1
HOXC5	0.059740069525976026	0.09826787812145224	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9774799999999999	No data	0.6520108355907481	No data	0	No data	No data	0	0.5	0.5
TFEB	0.05971448511612603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49112896854976296	No data	No data	No data	0	0	0	0	0	0.6743699999999997	No data	-0.65805376120025	-0.5471422637274439	0	No data	No data	0	0.5	-1
MAPK7	0.05965335043725237	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49062615902675605	No data	No data	No data	0	0	1	1	0	0.5588250000000002	1	-0.3659095644926026	-0.9587456081345643	0	No data	No data	0	-1	-1
BMPR1B	0.059555257895056696	0.09796387702191031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9103600000000001	No data	-0.8561158574703063	-0.7963172819688443	0	No data	No data	-0.28784750000000014	0.5	0
ALPL	0.059549237329253164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48976986824161867	No data	No data	No data	0	0	1	1	0	0.4942749999999997	0	-0.26640966868097515	-0.8852617186241803	0	No data	No data	0	0.5	-1
BROX	0.059451895316728974	0.0977938534292024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5863750000000003	No data	0.18274640550114607	No data	0	No data	No data	No data	-1	-1
CYP2C19	0.059223446190462506	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.487090359816724	No data	No data	No data	0	0	1	1	0	No data	No data	0.8908105855386539	-0.32065966501967275	0	-1	No data	-0.785715	1	0.5
LGMN	0.05895031264252245	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4848439400843045	No data	No data	No data	0	0	1	1	0	0.16858999999999966	No data	-0.27943321525317777	-0.7264352170052581	0	No data	No data	0	-1	-1
PRKAR1A	0.05861947139582353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48212289643921613	No data	No data	No data	0	0	0	0	0	0.8425199999999997	No data	-0.9661387789122734	-0.8998566635390145	0	No data	-1	-0.52756	-1	-1
WIF1	0.058401419281559556	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48032950058626184	No data	No data	No data	0	1	0	0	1	0.6965699999999998	No data	0.22390081266930606	-0.37488308494159406	0	No data	-1	0	1	0
CARD9	0.058343581060912114	0.03672078317505499	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43395282421179526	No data	No data	No data	0	0	0	0	0	0.2630600000000001	No data	0.26505521983746605	-0.08327841560306276	0	No data	No data	0	0.5	0
HMOX1	0.05830904472860112	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47956975495961035	No data	No data	No data	1	0	1	1	1	0.09722000000000008	No data	0.021150239633257018	-0.9708754752798943	0	No data	No data	0	1	-1
NDST2	0.05799643718369824	0.09539973531781736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8357849999999999	No data	-0.6018962283809126	0	0	No data	No data	-0.26104249999999996	-1	-1
COL18A1	0.0579005119999736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4762097283724353	No data	No data	1	0	1	0	0	0	0	No data	-0.4520733486142946	-0.89354741952616	0	No data	No data	0	0.5	-1
IFNA1	0.05777144828002127	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47514822827687025	No data	No data	0.5	0	1	0	0	0	0	No data	No data	No data	0	No data	No data	-0.9867725	No data	No data
GSTM1	0.05773795705660571	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4748727756797397	No data	No data	No data	0	0	0	1	1	0.19724999999999965	No data	0.12992290060429257	-0.28835299683667714	0	-1	No data	-0.6903675	0.5	0
GATA5	0.05765445733081349	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47418602213706446	No data	No data	No data	0	0	0	0	0	0	No data	-0.3455928318399667	-0.965009492255387	0	No data	No data	0	0.5	0
PIK3CA	0.057630172167793516	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.473986285891464	No data	No data	1	0	0	1	1	1	0.9344549999999998	1	-0.9689518649718691	-0.9497914136347615	0	-1	-1	0	-1	-1
ENG	0.05747584781714081	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47271702669897864	No data	No data	0.75	1	0	0	0	0	0	No data	-0.8398624713481976	-0.9727711094640601	0	No data	No data	0	0.5	-1
BCAR1	0.05712543437004429	0.09396700182730189	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5344850000000001	No data	-0.8300687643259013	-0.8594543175087124	0	No data	No data	0	-1	0
MIR4435-2HG	0.05710008754878643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46962654115497726	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.47385671874734164	No data	No data	No data	No data	No data	No data
MMP28	0.05705649488233886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4692680080240779	No data	No data	No data	0	1	0	0	0	0.24038499999999985	No data	No data	0	0	No data	No data	0	-1	0
TIMP2	0.0570474509842481	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4691936253959375	No data	No data	No data	0	1	0	0	0	0.9090899999999997	No data	-0.49958324650968955	-0.2681131750569943	0	-1	No data	0	0.5	-1
UCP3	0.05685327147859861	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46759657268523136	No data	No data	No data	1	0	0	0	0	0.27884499999999973	No data	0.7797457803709107	-0.2500613779891478	0	No data	No data	-0.2948725	0.75	0
IL18	0.05684156488281385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46750029037949237	No data	No data	0.75	0	1	0	1	0	0	No data	0.4347780787664097	-0.9048588624244599	0	No data	No data	No data	0.5	-1
APELA	0.056797099344701084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.467134578210546	No data	No data	No data	0	1	0	0	0	No data	No data	No data	-0.9413754683748923	0	No data	No data	No data	0.5	0.5
AS3MT	0.05633846851271226	0.09115267575472016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	1	1	0	0	No data	0.4563450718899771	-0.30744733073070546	0	No data	No data	0	0.5	0
RARRES2	0.055982069548558805	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46043126757597796	No data	No data	No data	0	1	0	0	0	0	No data	0.7655761617003543	-0.23254160433628684	0	No data	No data	No data	0.5	0
EDN1	0.055950975121445146	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46017552771844966	No data	No data	No data	0	1	0	0	0	0	No data	-0.3401750364659304	-0.9480382387301963	0	-1	No data	0	0.5	-1
SLC2A12	0.05583997427518556	0.09124458678261985	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.2058349999999997	No data	-0.050010418837257764	No data	0	No data	No data	0	1	0
ANGPTL3	0.0558192534942864	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45909216734522756	No data	No data	1	0	1	0	0	0	0	No data	0.4520733486142947	-0.7755516341635205	0	No data	No data	0	1	0.5
LCLAT1	0.055688854229885676	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4580196829036346	No data	No data	No data	0	0	0	0	0	0.45478499999999966	No data	-0.1137737028547614	-0.3184366351559209	0	No data	No data	0	-1	-1
GC	0.055652483960337326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4577205512451364	No data	No data	No data	0	1	0	1	1	0	No data	0.21473223588247548	-0.26625668253940943	0	No data	No data	0	1	0.5
SDCBP	0.055621768130047614	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4574679252027448	No data	No data	No data	0	0	1	1	0	0.42952999999999975	No data	0.1516982704730152	No data	0	No data	No data	0	-1	-1
FERD3L	0.055336523432323634	0.09102437917230767	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2594290477182746	No data	0	No data	No data	0	No data	No data
TNFSF11	0.05528966171967574	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45473647606678536	No data	No data	1	1	1	1	1	0	0.1798099999999998	No data	-0.0709522817253595	-0.6685123132198373	0	No data	No data	0	0.5	0.5
ATF3	0.05521007681734898	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45408192046079027	No data	No data	No data	0	0	0	0	0	0.7513800000000004	No data	-0.021358616378412187	-0.17114205646154595	0	No data	No data	0	-1	-1
EZH2	0.055133982980057984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45345607753927725	No data	No data	1	0	0	1	1	0	0.8535299999999999	1	-0.9441550322983955	-0.8908680321554826	0	No data	No data	-0.11784250000000007	0.5	0
PTPN11	0.054977407870883975	0.04552552030028299	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.39526140633713575	No data	No data	0.5	0	0	1	1	0	0.9747050000000002	1	-0.9531152323400709	-0.9833299003945375	-1	-1	-1	0	-1	-1
CXCL10	0.054836470739021814	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4510091523118911	No data	No data	0.5	0	1	1	0	1	0	No data	0.11648260054177961	-0.23265234396795703	0	-1	No data	0	0.5	0
C1QTNF12	0.054804586006911446	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45074691249581633	No data	No data	No data	0	1	0	0	0	0	No data	0.7121275265680349	0	0	No data	No data	0	0.5	0.5
GPR55	0.054695354627637964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4498485258726792	No data	No data	No data	1	0	1	1	0	0	0	0.760679308189206	-0.09334149122508767	0	No data	No data	0	0.5	0.5
NFKB1	0.05460242441297089	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4490842101394397	No data	No data	0.75	0	0	1	1	0	0.33952499999999974	No data	-0.9505105230256303	-0.9126905586543401	0	-1	No data	0	-1	-1
CCR7	0.054595157422590114	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44902444190258345	No data	No data	No data	0	0	0	1	0	0.35185000000000033	No data	-0.16284642633882063	-0.12361247982800028	0	No data	No data	0	0.5	0
ANGPTL4	0.054574071196899485	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44885101570199065	No data	No data	No data	0	1	0	0	0	0	No data	0.43456970202125444	-0.9252563757504362	0	No data	No data	0	0.5	0
WT1	0.054526587058100116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4484604766884555	No data	No data	0.75	0	0	0	0	0	0.6264350000000001	No data	-0.8286101271098145	-0.9704906849800282	0	No data	-1	0	0.5	0
FABP2	0.05437374578508394	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4472034152464572	No data	No data	No data	1	0	0	1	0	0	No data	0.6182538028755991	-0.8259049167250126	0	No data	No data	0	1	0.5
