symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
GRB2	0.008017829625243115	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06594360457426057	No data	No data	0.5	0	0	1	1	1	0.9769599999999997	No data	-0.6826422171285684	-0.838339642124783	0	No data	No data	0	-1	-1
HSPA1A	0.008015365759545217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06592334021434017	No data	No data	0.75	0	0	1	1	0	0.7581899999999997	0	0.44248801833715357	-0.536073563266993	No data	-1	No data	-1	-1	0
TNFRSF11A	0.00796340668700451	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06549599656976057	No data	No data	No data	1	0	0	0	0	0	No data	-0.3791414878099604	-0.760867333973634	0	-1	No data	0	0.5	0
P2RY6	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	0.75	1	0	1	1	0	0.32927000000000034	0	0.8954990623046468	-0.5604899570330043	0	No data	No data	0	0.5	0
HFM1	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	0	0	0	No data	0.02583871639924995	0	0	No data	No data	0	0.5	0.5
DROSHA	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	0	0	0.7816600000000001	No data	-0.6951448218378828	No data	-1	-1	-1	No data	-1	-1
CTCF	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	0	0	0.9587350000000001	No data	-0.9428005834548865	-0.6982617076509468	-1	No data	-1	0	-1	-1
NOTCH2	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	0.5	1	0	0	1	0	0.6135150000000003	No data	-0.9694728068347572	-0.9637179808440893	0	No data	-1	0	-1	-1
PGK1	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	1	1	1	0.8920850000000001	0	-0.5413627839133153	No data	0	-1	No data	-0.682255	-1	-1
MPHOSPH9	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	1	0	0	0	0	0	No data	-0.32569285267764114	-0.011491042657841566	0	No data	No data	No data	0.5	-1
TDRG1	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LMNB1	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	0	0	0.8122849999999999	No data	-0.6103354865596999	-0.7091513494778781	0	No data	No data	0	0.5	0
SCP2	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	No data	0	0	0	1	0	0.46069499999999974	No data	-0.18493436132527608	-0.9127012536825915	0	No data	No data	0	0.5	-1
CALCRL	0.00794596687572109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06535256074324927	No data	No data	1	1	0	1	1	0	0.5010849999999998	No data	-0.758803917482809	-0.9086121018559307	0	-1	No data	0	0.5	0
NQO1	0.0079443117278458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06533894778037758	No data	No data	0.75	0	0	1	1	1	0.28832000000000024	No data	0.6200250052094187	-0.271811335505274	0	-1	No data	0	0.5	0
CAMK4	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	No data	0	0	1	1	1	0.006340000000000146	No data	-0.5303188164200875	-0.8733973365840094	0	No data	No data	0	0.75	0
EEF1A2	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	0.75	0	0	0	1	0	0.9892000000000003	0	-0.904250885601167	-0.7209943943132441	0	No data	No data	-0.8056149999999999	1	0
ZNF146	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	No data	0	0	0	0	0	0.777395	No data	-0.6919149822879767	No data	0	No data	No data	-0.52911	-1	-1
KLRC4	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	No data	0	0	0	0	0	0	No data	0.5809543654928111	-0.6305902200395893	0	No data	No data	-0.5253174999999999	0.5	0.5
SPRY3	0.007925434661571938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	No data	No data	No data	0	0	0	0	0	No data	No data	0.29777036882683894	No data	0	No data	No data	0	-1	0.5
FUS	0.007851108046352017	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06457238288631435	No data	No data	No data	0	0	0	0	0	0.7528500000000001	No data	-0.8428839341529486	-0.8903334471190985	0	No data	-1	0	-1	-1
LAG3	0.007833039697900763	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0644237775802315	No data	No data	1	1	1	0	0	0	0	No data	-0.49739529068555954	-0.26869851984937604	0	No data	No data	0	0.5	0
ACVR2A	0.007833039697900763	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0644237775802315	No data	No data	1	0	0	1	1	0	0.9805050000000002	No data	-0.9231089810377162	-0.7705684366578022	0	No data	-1	-0.18615999999999994	-1	-1
PROKR1	0.007789511403904564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06406577388830466	No data	No data	No data	1	0	0	1	0	No data	No data	0.8151698270473016	-0.25301748681048286	0	No data	No data	-0.61832	0.5	0.5
PROX1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.9185899999999997	No data	-0.8616378412169202	-0.9239819018056774	0	-1	No data	0	1	0
DLG4	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	0	1	1	0	0.9240349999999999	No data	-0.8413211085642842	-0.7367074962929018	0	No data	No data	-0.375	0.75	-1
IGKV5-2	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	0
TNFRSF21	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	0	0	0	0	0.45037999999999984	No data	-0.369660345905397	-0.8437878525980741	0	No data	No data	0	0.5	-1
H6PD	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.18457500000000024	No data	0.03854969785371942	-0.2829797093079664	0	No data	No data	0	0.5	-1
PRSS23	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	1	0	0	0	0.5300249999999999	No data	0.11689935403208995	No data	0	No data	No data	0	0.5	-1
NOL3	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.2067300000000003	No data	0.6955615753281934	-0.8952364058133938	0	No data	No data	0	-1	0
CANX	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.6621600000000001	No data	-0.6807668264221713	-0.9089383218241878	0	No data	No data	0	-1	-1
PCDH17	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	0	0	0	0	0.9050899999999998	No data	-0.6258595540737654	No data	0	No data	No data	0	0.5	0
IL12B	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	1	0	1	0	0	0	0	No data	0.01083559074807261	-0.7719200804355791	0	No data	No data	No data	0.5	1
PDK2	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	1	0	0	1	1	0	0.8771500000000003	No data	0.009272765159408225	-0.6315020468692367	0	No data	No data	-0.22604499999999988	0.5	-1
XIRP1	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0	No data	0.3130860595957492	-0.9440493528401955	0	No data	No data	0	0.75	0
MMP17	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	1	1	1	0	0.09618499999999983	No data	0.20118774744738488	-0.24362204909388396	0	No data	No data	0	1	0
NELFCD	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.8795200000000001	No data	-0.5716816003334029	0	-1	No data	No data	No data	-1	-1
CUEDC2	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0.3379800000000003	No data	-0.3249635340695979	-0.042929926918176264	0	No data	No data	No data	-1	-1
HABP2	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	1	0	0	0	0	No data	0.3520525109397792	-0.6734818398722514	0	No data	No data	0	1	0.5
OCA2	0.007761176948378737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	1	0	0	0	0	0	No data	-0.06803500729318612	-0.9583584828863195	0	No data	No data	0	1	0
TREX1	0.007761176948378737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	0	0	0	0	0	No data	-0.26588872681808706	-0.9577778598398906	0	No data	No data	0	0.5	-1
PRB2	0.007761176948378737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	No data	No data	No data	0	1	0	0	0	No data	No data	0.9967701604500938	No data	0	No data	No data	-0.05648999999999997	1	0.5
HDGF	0.007740644734229588	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06366386408321698	No data	No data	No data	0	1	0	0	1	0.41666499999999973	No data	-0.3374661387789123	No data	0	No data	No data	0	-1	-1
MSRA	0.007721549775070879	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06350681529383399	No data	No data	No data	1	0	0	0	0	0.25531999999999966	No data	0.9435299020629297	No data	0	No data	No data	0	0.5	0
CYP17A1	0.0077201125200804365	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06349499441721375	No data	No data	1	0	0	1	1	0	0	No data	-0.1178370493852886	-0.8501669971083594	0	No data	No data	No data	1	0
EGF	0.007688675529667187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06323643710660573	No data	No data	No data	0	0	0	0	0	0	No data	-0.2085851219003959	0	0	-1	No data	0	0.75	0
CHEK1	0.007648249770558412	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06290395058620245	No data	No data	0.5	0	0	1	1	1	0.6533599999999999	1	0.026880600125026133	-0.650668899308468	-1	No data	No data	No data	0.5	0
PALLD	0.0076379836634838365	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06281951575320084	No data	No data	No data	1	0	0	0	0	0.38111999999999996	No data	-0.4881225255261513	-0.5334310964091995	0	No data	No data	0	-1	-1
BBC3	0.007593826832319809	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062456342581702476	No data	No data	No data	0	0	0	0	0	0.5336799999999997	No data	0.6749322775578246	-0.1666389176743005	0	No data	No data	No data	-1	0
SRY	0.007591786181648249	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06243955900469358	No data	No data	No data	0	0	0	0	0	0	No data	No data	-0.07989605802508737	0	No data	No data	0	0.5	0.5
FCGR3B	0.007576387021036387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	No data	1	1	0	0	0	0	No data	0.7185872056678475	0	0	No data	No data	-0.9248925	0.5	0
LCP2	0.007576387021036387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	No data	0	0	0	0	0	0.13695999999999983	No data	-0.7028547614086268	-0.7588406655207025	0	No data	No data	0	0.75	0
ADRA2A	0.007576387021036387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	1	1	0	1	1	0	0.6236550000000001	0	0.3796624296728486	-0.7860525957530664	0	-1	No data	0	0.5	0
KCNB1	0.007571253967499099	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06227068933869035	No data	No data	1	1	0	0	1	0	0.6853149999999999	No data	-0.9616586788914357	-0.30530190699284115	0	No data	No data	-0.1317025000000001	1	0
NCF4	0.0075558548068872375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06214403708918793	No data	No data	No data	0	0	0	0	0	0.32153500000000007	No data	0.34736403417378625	-0.4700118918221574	0	-1	No data	0	0.5	0
SERPINA7	0.007548257887652052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06208155531276674	No data	No data	No data	0	1	0	0	1	0	No data	0.41550322983955	No data	0	No data	No data	0	1	1
IRAK1	0.007480296258818366	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06152259671829606	No data	No data	No data	0	0	1	1	0	0.04494499999999988	1	-0.7772452594290478	0	0	No data	No data	0	-1	-1
AIMP1	0.00746612903105545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06140607664875382	No data	No data	No data	0	1	0	0	0	0.1666649999999997	No data	0.3640341737862054	-0.5413669243922955	0	No data	No data	No data	-1	-1
HELT	0.007463459843216062	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.061384123592173406	No data	No data	No data	0	0	0	0	0	0.586775	No data	0.32329652010835597	-0.7403091462932867	0	No data	No data	0	0.5	1
HAS3	0.007453193736141485	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06129968875917179	No data	No data	No data	0	0	0	0	0	0.8553350000000002	No data	-0.6645134403000625	No data	0	-1	No data	-0.23598500000000017	0.5	0
MCAT	0.007404532388608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06089946765074414	No data	No data	No data	0	0	0	0	0	0	No data	0.3061054386330486	No data	0	No data	No data	No data	-1	-1
APPL1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	0	1	0.9012700000000002	No data	-0.6898312148364243	-0.7721468781453363	0	No data	No data	0	-1	-1
ENAM	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	0	0	0	0	No data	-0.08887268180871011	-0.7996621867245715	0	No data	No data	No data	0.5	0.5
CASP4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.5	1	0	1	1	0	No data	No data	0.31350281308605954	-0.6849542881941825	0	-1	No data	-0.33023750000000013	-1	-1
SLC25A53	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.429965	No data	No data	No data	0	No data	No data	0	0.5	0.5
TAF15	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.41723	No data	No data	0	0	No data	No data	0	-1	-1
CYP2B6	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	1	0	No data	No data	0.38716399249843714	0	0	-1	No data	0	1	0.5
MCOLN1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	0	0.568965	No data	-0.37122317149406125	-0.8028006738762589	0	-1	No data	0	-1	-1
KDM1A	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	0.5	0	0	1	1	1	0.8915500000000002	1	-0.7898520525109398	-0.948129905012279	0	No data	No data	0	-1	-1
ALLC	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	0	0	0	0.002555000000000263	No data	0.6016878516357576	No data	0	No data	No data	No data	1	1
ANGPT4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	0	0	0	0	No data	0.4745780370910606	No data	0	No data	No data	0	0.5	0
CBX1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	1	0	1	No data	-0.8119399874973953	No data	0	No data	No data	-0.27027	-1	-1
IGKC	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	1	No data	No data	No data	0	No data	No data	0	No data	No data	No data	0	0.5	-1
EZR	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	1	0	0.8208199999999998	No data	-0.5733486142946447	-0.6222056393350789	0	-1	No data	-0.41553000000000007	-1	-1
GSTM2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	1	0.15137500000000018	0	0.5327151489893729	No data	0	No data	No data	-0.6100925	-1	-1
PARP2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	1	1	0	0.2631599999999999	1	0.0988747655761617	-0.5608534310456883	0	No data	No data	0	-1	-1
GDF3	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	0	0	0	0	No data	0.4612419254011253	-0.8406196710848984	0	No data	No data	0	0.5	1
RARG	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	1	1	0	0.9008800000000001	1	-0.842779745780371	-0.7868117977957109	0	-1	No data	-0.3061675000000001	0.5	-1
CBLIF	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	0	0	0	0.08873000000000034	No data	-0.11043967493227758	-0.7925370641849977	0	No data	No data	0	1	1
SRPX	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.6228450000000002	No data	-0.167951656595124	-0.5535986882058519	0	No data	No data	0	0.5	0
H3P47	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GYG1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	1	0.1	No data	0.5426130443842467	-0.8993708428008031	0	No data	No data	0	0.5	-1
OTUD4	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.35816999999999977	No data	-0.8750781412794332	No data	0	No data	No data	0	-1	-1
EFS	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.028520000000000323	No data	0.3665346947280683	-0.6112649953525997	0	No data	No data	0	-1	0
USP11	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.09782500000000027	No data	-0.9254011252344239	-0.011491042657841566	0	No data	No data	0	0.5	-1
SLCO2A1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	0	1	0	0.16018499999999988	No data	0.1760783496561784	-0.817554106309471	0	-1	No data	0	0.5	0
PTPN12	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	1	1	0	0.21154000000000012	No data	-0.9045634507188998	-0.9008093468109548	0	-1	No data	0	-1	-1
PTPRN2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0	No data	-0.41394040425088563	0	0	No data	No data	0	0.5	0
GGPS1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	0	0.6833350000000002	No data	-0.332881850385497	-0.7363866694476401	-1	No data	No data	0	-1	-1
HELLS	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.45703999999999995	No data	-0.8399666597207751	-0.9302395458564544	0	No data	No data	0	0.5	0
IGHG1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	1	0	0	0	No data	No data	No data	-0.6268691781976479	No data	No data	No data	-0.8182950000000002	0.75	0
ADCY8	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	1	1	0	0.8441249999999997	No data	-0.45144821837882887	-0.1813488122768031	0	No data	No data	0	0.75	0.5
